User ID,Age,Gender,Location,OS,Screen Time (hrs/day),Data Usage (GB/month),Calls Duration (mins/day),Number of Apps Installed,Gaming Time (hrs/day),Monthly Recharge Cost (INR),Primary Use,Total Expernditure
U00883,34,Male,Ahmedabad,Android,1.8,29.4,281.2,142,4.2,514,Gaming,1372
U00886,51,Other,Ahmedabad,Android,8.0,29.4,58.2,12,1.1,963,Gaming,10721
U00898,20,Other,Lucknow,Android,5.3,42.4,162.0,23,2.4,799,Gaming,2421
U00900,33,Other,Chennai,iOS,9.6,30.3,136.1,164,4.6,1904,Gaming,10269
U00909,19,Male,Jaipur,iOS,9.7,43.5,122.1,200,3.0,755,Gaming,1417
U00910,21,Other,Delhi,Android,3.9,13.5,10.0,102,1.6,1302,Gaming,1405
U00925,57,Male,Chennai,iOS,10.2,20.0,168.4,102,4.3,1226,Gaming,7576
U00931,25,Male,Bangalore,Android,3.2,16.0,65.0,26,2.9,1845,Gaming,11108
U00939,26,Female,Chennai,iOS,9.4,35.0,162.1,146,2.5,593,Gaming,2736
U00943,32,Other,Chennai,Android,5.4,37.7,260.0,43,3.1,1242,Gaming,9520
U00944,48,Male,Lucknow,Android,10.5,18.7,47.4,10,4.0,1397,Gaming,10242
U00947,52,Male,Chennai,iOS,2.4,9.5,92.8,150,1.1,1381,Gaming,5044
U00948,56,Female,Bangalore,iOS,3.6,5.1,76.4,94,0.2,1155,Gaming,3323
U00955,41,Male,Hyderabad,Android,10.5,17.4,90.8,60,1.7,387,Gaming,9002
U00963,38,Male,Jaipur,Android,10.0,42.6,187.6,22,4.2,1508,Gaming,11064
U00964,39,Other,Ahmedabad,iOS,2.0,16.6,114.3,169,3.7,845,Gaming,3462
U00967,57,Female,Kolkata,Android,7.7,22.2,118.8,132,0.4,1132,Gaming,1744
U00968,56,Male,Bangalore,iOS,7.5,19.7,271.9,192,2.6,105,Gaming,209
U00973,39,Female,Kolkata,Android,1.6,36.1,132.0,74,3.3,208,Gaming,7339
U00974,53,Female,Delhi,iOS,7.6,13.6,97.7,165,3.0,1541,Gaming,6250
U00980,17,Female,Jaipur,iOS,1.4,12.7,143.6,35,4.9,133,Gaming,8263
U00991,25,Other,Ahmedabad,iOS,3.2,23.8,255.3,15,1.9,497,Gaming,8913
U00992,39,Male,Hyderabad,iOS,7.7,7.9,266.0,74,4.5,152,Gaming,8219
U01000,29,Other,Bangalore,Android,3.8,44.1,178.4,60,0.1,1010,Gaming,3209
U01003,29,Other,Delhi,Android,6.4,35.1,185.3,189,2.4,1434,Gaming,9636
U01006,27,Female,Chennai,Android,4.9,5.3,25.2,88,2.4,980,Gaming,6432
U01007,22,Male,Pune,Android,10.4,1.3,31.2,26,3.0,1243,Gaming,5720
U01010,53,Other,Mumbai,Android,5.2,38.0,197.9,171,4.7,1231,Gaming,4286
U01011,31,Female,Pune,iOS,10.5,17.6,227.6,13,1.7,1063,Gaming,1623
U01012,50,Other,Lucknow,iOS,2.8,4.5,127.4,101,3.0,106,Gaming,308
U01016,47,Female,Delhi,Android,11.4,4.7,50.4,133,3.5,1704,Gaming,10533
U01022,55,Female,Bangalore,Android,6.7,25.8,66.3,148,0.4,1555,Gaming,5460
U01031,34,Female,Bangalore,iOS,3.2,47.8,54.3,170,1.5,341,Gaming,5210
U01034,24,Other,Jaipur,iOS,10.6,32.9,140.7,106,1.3,638,Gaming,1084
U01038,37,Other,Mumbai,Android,6.9,18.7,114.9,10,1.4,1997,Gaming,11073
U01039,44,Female,Lucknow,Android,10.1,37.2,97.7,51,4.6,1234,Gaming,8885
U01043,45,Male,Jaipur,Android,2.4,14.9,294.8,145,4.6,316,Gaming,7327
U01044,22,Female,Kolkata,iOS,7.1,30.1,278.1,10,0.5,1705,Gaming,3988
U01049,31,Male,Delhi,iOS,9.8,15.1,156.7,92,1.2,433,Gaming,3096
U01063,59,Female,Bangalore,iOS,3.4,9.0,155.1,35,4.5,1105,Gaming,2144
U01084,16,Male,Lucknow,iOS,11.1,20.4,113.2,47,3.6,721,Gaming,5381
U01095,59,Other,Delhi,Android,2.2,16.1,60.4,148,4.7,628,Gaming,5626
U01096,45,Male,Hyderabad,Android,1.8,29.6,131.4,193,4.4,103,Gaming,4268
U01097,48,Female,Delhi,iOS,4.8,30.6,226.7,195,2.8,439,Gaming,5669
U01102,46,Other,Kolkata,iOS,8.7,1.1,23.2,16,3.9,457,Gaming,787
U01111,24,Other,Mumbai,Android,10.6,2.2,159.3,181,4.3,1405,Gaming,4046
U01117,31,Other,Mumbai,Android,9.4,39.6,79.4,144,0.3,396,Gaming,3087
U01122,48,Other,Jaipur,Android,10.5,32.4,253.3,98,0.2,231,Gaming,9927
U01128,27,Female,Hyderabad,iOS,1.2,40.8,268.2,177,0.6,616,Gaming,5240
U01129,20,Male,Kolkata,iOS,7.1,16.7,173.8,193,1.2,298,Gaming,6062
U01135,21,Male,Chennai,Android,1.7,3.6,292.7,158,4.6,1378,Gaming,5598
U01137,49,Female,Hyderabad,Android,4.4,48.8,99.1,153,2.3,573,Gaming,1084
U01161,57,Female,Delhi,Android,9.0,45.8,78.6,195,0.9,634,Gaming,990
U01166,33,Male,Delhi,Android,2.3,29.0,72.2,36,3.2,733,Gaming,10449
U01174,57,Male,Ahmedabad,iOS,1.9,1.1,243.5,48,4.6,1388,Gaming,9332
U01183,41,Other,Ahmedabad,Android,2.3,5.2,279.0,154,2.4,1364,Gaming,6323
U01185,45,Female,Pune,iOS,4.8,30.4,244.4,67,1.9,1418,Gaming,6902
U01189,38,Male,Kolkata,iOS,3.1,7.7,128.5,187,4.8,883,Gaming,1226
U01191,28,Other,Mumbai,iOS,3.4,6.8,256.1,195,1.7,1227,Gaming,5322
U01192,58,Other,Kolkata,iOS,9.6,29.9,189.9,85,1.7,1118,Gaming,10093
U01196,51,Other,Bangalore,iOS,8.0,18.7,298.1,173,3.9,395,Gaming,4346
U01197,36,Other,Pune,Android,8.1,25.0,227.2,173,3.1,113,Gaming,7842
U01200,48,Other,Lucknow,Android,5.8,44.9,95.9,47,4.6,688,Gaming,8951
U01203,46,Male,Lucknow,Android,7.2,11.6,105.3,180,1.1,762,Gaming,9924
U01205,52,Other,Jaipur,Android,5.2,11.5,42.8,127,3.3,1262,Gaming,3795
U01218,39,Male,Hyderabad,Android,8.6,35.5,109.6,138,0.0,1160,Gaming,6301
U01232,25,Other,Mumbai,Android,8.4,9.6,175.6,55,2.7,1949,Gaming,7115
U01239,40,Other,Jaipur,Android,12.0,4.1,59.9,38,1.8,1562,Gaming,5582
U01240,49,Male,Hyderabad,Android,7.2,36.3,242.2,134,1.8,921,Gaming,2798
U01250,26,Male,Pune,Android,4.0,25.8,84.7,154,2.5,1802,Gaming,7708
U01260,24,Female,Hyderabad,Android,3.5,40.2,180.7,34,2.5,792,Gaming,10009
U01263,40,Female,Jaipur,iOS,4.1,33.8,9.7,74,2.8,621,Gaming,3007
U01268,20,Female,Ahmedabad,iOS,4.4,49.3,57.2,40,0.9,1012,Gaming,9502
U01269,50,Female,Kolkata,Android,7.6,47.9,269.5,133,2.6,554,Gaming,9573
U01270,38,Female,Pune,iOS,2.6,13.0,50.6,53,1.0,474,Gaming,7655
U01272,37,Female,Ahmedabad,iOS,11.4,39.9,121.5,94,3.9,387,Gaming,1236
U01275,50,Male,Pune,Android,4.0,42.3,98.2,77,4.2,136,Gaming,5221
U01278,59,Male,Chennai,iOS,3.3,5.8,121.9,140,3.3,524,Gaming,3100
U01279,46,Male,Delhi,iOS,11.3,15.7,66.8,62,4.7,1302,Gaming,7683
U01281,18,Female,Bangalore,Android,10.6,42.9,207.4,183,0.4,1030,Gaming,5911
U01283,47,Female,Kolkata,iOS,10.8,22.2,99.3,96,2.8,1273,Gaming,5881
U01288,30,Other,Bangalore,iOS,5.2,32.7,291.9,62,3.1,1300,Gaming,5597
U01293,25,Other,Hyderabad,Android,2.2,37.4,296.4,200,2.3,1381,Gaming,4522
U01297,38,Other,Delhi,iOS,6.5,11.8,205.3,41,0.7,671,Gaming,9492
U01298,18,Female,Kolkata,iOS,10.2,48.6,227.9,45,2.7,511,Gaming,5131
U01307,58,Male,Hyderabad,iOS,5.9,16.7,38.8,126,2.7,1951,Gaming,5020
U01308,15,Male,Delhi,iOS,5.4,28.6,188.7,190,0.5,1669,Gaming,4053
U01313,53,Female,Lucknow,Android,4.8,46.9,123.3,50,3.5,378,Gaming,3870
U01316,44,Female,Jaipur,Android,1.9,2.5,227.7,97,1.4,251,Gaming,4230
U01319,55,Male,Mumbai,iOS,5.6,6.5,270.9,79,4.1,1298,Gaming,7585
U01325,47,Other,Mumbai,Android,11.1,16.1,204.5,37,3.0,1383,Gaming,7518
U01334,49,Male,Mumbai,Android,9.7,29.8,228.8,172,4.9,1588,Gaming,11101
U01336,25,Other,Chennai,iOS,3.1,43.5,55.8,36,0.5,476,Gaming,6132
U01340,52,Other,Kolkata,iOS,2.4,18.7,134.6,111,2.0,600,Gaming,6782
U01348,19,Female,Bangalore,iOS,5.9,26.6,55.8,82,2.4,1754,Gaming,6558
U01354,38,Female,Jaipur,iOS,3.8,32.4,29.7,41,0.0,1510,Gaming,5756
U01357,51,Other,Lucknow,iOS,11.0,13.0,153.7,189,3.9,481,Gaming,3431
U01361,31,Male,Lucknow,iOS,3.4,36.1,140.4,35,1.1,1680,Gaming,5244
U01364,19,Male,Mumbai,iOS,8.5,18.4,149.0,79,3.4,1985,Gaming,11016
U01368,29,Other,Lucknow,iOS,2.2,47.3,66.2,144,0.9,672,Gaming,1827
U01376,22,Male,Bangalore,iOS,1.7,15.3,104.7,78,0.1,1662,Gaming,4604
U01386,34,Other,Bangalore,iOS,6.9,14.4,86.6,199,3.2,614,Gaming,10573
U01393,19,Other,Lucknow,Android,7.6,40.5,196.3,150,0.8,1417,Gaming,4258
U01397,20,Female,Jaipur,iOS,7.0,15.1,150.5,172,3.4,1115,Gaming,10083
U01398,55,Other,Delhi,Android,5.2,35.7,282.2,66,1.4,292,Gaming,5799
U01402,60,Female,Bangalore,iOS,5.9,25.0,226.0,37,0.4,588,Gaming,6877
U01410,40,Male,Chennai,Android,8.4,8.7,112.8,150,3.2,1903,Gaming,9635
U01415,60,Other,Jaipur,Android,2.4,15.7,24.8,183,3.1,1320,Gaming,8061
U01422,16,Male,Ahmedabad,iOS,5.7,47.3,244.3,31,0.9,130,Gaming,9904
U01427,26,Other,Delhi,iOS,2.3,19.6,93.8,158,0.8,638,Gaming,1731
U01430,36,Other,Bangalore,iOS,8.5,47.9,24.0,145,3.8,913,Gaming,7501
U01432,34,Female,Delhi,iOS,8.3,33.1,153.9,29,3.7,954,Gaming,7676
U01437,40,Other,Jaipur,Android,7.6,43.2,55.7,69,4.6,1420,Gaming,10830
U01442,54,Male,Lucknow,Android,3.6,30.1,285.8,45,2.2,1869,Gaming,6788
U01445,28,Male,Ahmedabad,iOS,8.2,44.9,288.9,25,3.2,1500,Gaming,2423
U01447,35,Other,Ahmedabad,Android,6.5,41.5,56.9,112,4.8,1118,Gaming,1911
U01448,40,Female,Mumbai,iOS,8.7,26.6,42.3,105,1.3,1595,Gaming,4915
U01449,43,Other,Kolkata,Android,10.3,49.4,216.5,14,2.1,751,Gaming,8665
U01455,18,Other,Chennai,iOS,9.8,48.8,275.2,114,2.9,713,Gaming,4735
U01459,37,Male,Delhi,iOS,10.9,41.7,53.7,172,0.9,1283,Gaming,3688
U01461,58,Female,Delhi,iOS,4.5,29.9,132.9,188,2.3,1012,Gaming,3049
U01469,58,Other,Delhi,iOS,9.5,14.5,292.1,34,1.1,1396,Gaming,9141
U01482,40,Female,Hyderabad,Android,5.1,45.6,108.8,51,4.1,1414,Gaming,4285
U01488,44,Female,Mumbai,iOS,10.8,18.2,151.7,144,2.7,1649,Gaming,8733
U01495,32,Male,Delhi,iOS,7.7,38.2,89.3,119,3.1,1617,Gaming,8131
U01507,17,Other,Hyderabad,iOS,7.6,2.0,55.9,29,4.1,1997,Gaming,8535
U01512,33,Female,Jaipur,iOS,5.3,9.5,228.4,188,2.6,526,Gaming,5532
U01513,19,Other,Delhi,iOS,9.6,18.7,248.2,172,1.4,749,Gaming,5834
U01515,59,Male,Bangalore,iOS,10.7,16.3,172.1,122,1.8,353,Gaming,8062
U01516,34,Female,Delhi,Android,1.6,48.3,195.5,123,4.9,1966,Gaming,6792
U01519,45,Female,Hyderabad,iOS,2.5,35.3,281.3,97,2.1,1807,Gaming,4877
