Age,Gender,Location,Phone Brand,OS,Screen Time (hrs/day),Data Usage (GB/month),Calls Duration (mins/day),Number of Apps Installed,Social Media Time (hrs/day),E-commerce Spend (INR/month),Streaming Time (hrs/day),Gaming Time (hrs/day),Monthly Recharge Cost (INR),Primary Use,Cluster,Total expenditure,Cluster Name,Actionable Insight
51,Male,Delhi,Realme,iOS,1.7,26.0,80.4,33,5.7,8873,4.0,1.3,1318,Social Media,2,10191,Young High Spender,Upsell premium services
35,Female,Hyderabad,Xiaomi,iOS,7.9,33.3,50.0,90,5.8,8385,6.2,4.0,633,Work,2,9018,Young High Spender,Upsell premium services
34,Other,Mumbai,Realme,iOS,9.4,9.7,96.8,19,4.0,7564,3.2,2.1,1003,Work,2,8567,Young High Spender,Upsell premium services
29,Other,Chennai,Oppo,iOS,8.1,37.9,218.4,93,4.0,7142,5.5,0.1,157,Gaming,2,7299,Young High Spender,Upsell premium services
28,Other,Hyderabad,Samsung,Android,11.1,35.3,37.4,182,5.6,7845,3.3,2.2,1813,Social Media,2,9658,Young High Spender,Upsell premium services
28,Female,Jaipur,Samsung,iOS,7.5,20.6,205.1,188,3.7,7816,3.4,3.0,952,Social Media,2,8768,Young High Spender,Upsell premium services
50,Male,Kolkata,OnePlus,iOS,4.0,9.2,267.7,53,5.7,6357,0.7,1.2,1479,Work,2,7836,Young High Spender,Upsell premium services
38,Other,Hyderabad,Samsung,Android,5.1,18.7,67.4,147,3.3,5150,6.5,0.7,408,Social Media,2,5558,Young High Spender,Upsell premium services
33,Female,Hyderabad,Realme,Android,4.3,44.9,64.7,176,5.2,3146,2.2,0.2,1484,Work,2,4630,Young High Spender,Upsell premium services
53,Female,Pune,Google Pixel,Android,4.9,6.5,199.6,181,5.1,7676,3.3,0.6,1150,Work,2,8826,Young High Spender,Upsell premium services
31,Female,Lucknow,Apple,iOS,11.8,35.5,132.0,91,4.4,4462,0.8,2.8,858,Entertainment,2,5320,Young High Spender,Upsell premium services
41,Female,Delhi,Samsung,iOS,4.6,49.0,89.2,28,4.8,8197,6.9,4.4,1969,Social Media,2,10166,Young High Spender,Upsell premium services
23,Male,Chennai,Xiaomi,iOS,8.4,8.0,124.2,51,4.3,6406,3.1,0.1,953,Education,2,7359,Young High Spender,Upsell premium services
33,Other,Delhi,Realme,Android,8.7,7.5,258.6,42,4.6,8676,3.0,1.9,366,Gaming,2,9042,Young High Spender,Upsell premium services
23,Female,Bangalore,Xiaomi,Android,3.2,32.2,92.2,112,4.1,6328,1.9,2.0,252,Social Media,2,6580,Young High Spender,Upsell premium services
37,Male,Hyderabad,Motorola,Android,9.7,26.3,94.1,31,3.8,9853,7.8,4.9,644,Social Media,2,10497,Young High Spender,Upsell premium services
28,Other,Ahmedabad,Oppo,Android,10.1,23.4,209.2,78,5.7,5198,4.1,1.6,1712,Gaming,2,6910,Young High Spender,Upsell premium services
43,Other,Bangalore,Samsung,Android,4.8,22.0,23.9,187,3.7,8962,6.1,4.8,519,Social Media,2,9481,Young High Spender,Upsell premium services
31,Other,Mumbai,Nokia,iOS,9.5,20.0,299.1,185,5.2,4643,5.7,2.5,529,Social Media,2,5172,Young High Spender,Upsell premium services
34,Other,Pune,Oppo,iOS,11.0,16.9,80.3,56,4.7,4364,7.9,4.4,1038,Work,2,5402,Young High Spender,Upsell premium services
33,Other,Pune,Vivo,iOS,7.1,29.7,140.9,149,3.1,7909,4.7,3.9,281,Education,2,8190,Young High Spender,Upsell premium services
49,Other,Lucknow,Google Pixel,iOS,7.1,27.5,137.6,182,3.5,9288,7.2,2.5,1342,Social Media,2,10630,Young High Spender,Upsell premium services
48,Male,Pune,Realme,Android,7.0,28.3,87.1,106,5.0,6815,2.5,3.4,775,Work,2,7590,Young High Spender,Upsell premium services
58,Female,Jaipur,Apple,iOS,11.2,14.3,287.8,106,5.7,7811,7.7,3.1,363,Gaming,2,8174,Young High Spender,Upsell premium services
19,Male,Hyderabad,Oppo,Android,11.4,21.7,21.3,194,4.5,4948,4.3,0.0,1343,Social Media,2,6291,Young High Spender,Upsell premium services
26,Female,Kolkata,Motorola,iOS,2.4,19.5,284.8,134,4.8,9287,5.6,3.7,1629,Gaming,2,10916,Young High Spender,Upsell premium services
27,Other,Delhi,Xiaomi,iOS,4.3,20.1,231.5,29,5.3,6540,6.3,4.2,1416,Entertainment,2,7956,Young High Spender,Upsell premium services
24,Female,Hyderabad,Samsung,Android,10.3,47.9,271.2,175,4.8,7790,6.5,1.1,367,Education,2,8157,Young High Spender,Upsell premium services
38,Other,Jaipur,Google Pixel,Android,7.3,44.3,58.6,58,4.1,4357,7.9,2.8,1814,Social Media,2,6171,Young High Spender,Upsell premium services
24,Male,Bangalore,Vivo,iOS,8.4,34.0,295.8,58,4.7,9786,3.8,3.6,1549,Gaming,2,11335,Young High Spender,Upsell premium services
38,Other,Bangalore,Nokia,iOS,8.6,7.5,69.0,17,4.4,4190,2.9,4.6,1540,Work,2,5730,Young High Spender,Upsell premium services
42,Female,Bangalore,OnePlus,iOS,4.2,40.9,158.8,88,5.2,6211,3.9,2.4,589,Education,2,6800,Young High Spender,Upsell premium services
30,Other,Pune,Xiaomi,Android,1.3,30.2,93.6,86,4.9,9830,6.7,0.3,617,Social Media,2,10447,Young High Spender,Upsell premium services
52,Female,Hyderabad,Xiaomi,Android,3.0,39.5,65.0,126,5.8,7988,7.5,3.8,1912,Gaming,2,9900,Young High Spender,Upsell premium services
46,Male,Jaipur,Samsung,iOS,5.7,1.1,127.2,31,4.3,8198,5.1,1.3,1310,Education,2,9508,Young High Spender,Upsell premium services
45,Other,Bangalore,Samsung,iOS,2.2,13.9,221.0,16,3.9,6975,4.8,2.5,1767,Education,2,8742,Young High Spender,Upsell premium services
30,Female,Pune,Xiaomi,Android,7.4,26.6,15.7,82,4.1,9911,3.2,3.8,1026,Gaming,2,10937,Young High Spender,Upsell premium services
52,Female,Delhi,Samsung,iOS,8.2,14.1,128.6,53,4.1,7626,3.1,4.0,1477,Gaming,2,9103,Young High Spender,Upsell premium services
38,Other,Chennai,Apple,Android,10.8,16.6,54.1,53,4.1,4632,5.2,1.7,1522,Gaming,2,6154,Young High Spender,Upsell premium services
50,Female,Ahmedabad,Samsung,iOS,7.0,37.5,250.4,49,4.2,7733,7.8,1.5,1621,Social Media,2,9354,Young High Spender,Upsell premium services
46,Female,Hyderabad,Apple,Android,2.1,22.3,210.7,154,3.7,8014,1.5,2.7,984,Work,2,8998,Young High Spender,Upsell premium services
49,Female,Lucknow,Realme,iOS,1.9,22.2,127.2,12,4.6,7979,2.3,4.3,618,Gaming,2,8597,Young High Spender,Upsell premium services
36,Female,Mumbai,Samsung,iOS,6.9,18.3,255.5,63,4.8,7078,5.8,2.9,1016,Work,2,8094,Young High Spender,Upsell premium services
41,Other,Chennai,Motorola,iOS,11.3,46.3,169.2,61,5.1,6348,3.8,0.9,975,Entertainment,2,7323,Young High Spender,Upsell premium services
40,Female,Kolkata,Samsung,iOS,9.3,23.2,159.0,83,5.2,9889,1.3,2.2,931,Social Media,2,10820,Young High Spender,Upsell premium services
39,Other,Lucknow,Apple,iOS,1.9,20.2,279.8,24,4.5,6119,3.7,4.2,1185,Work,2,7304,Young High Spender,Upsell premium services
50,Female,Pune,Google Pixel,Android,5.7,49.1,252.0,166,5.9,5660,2.3,4.6,1615,Gaming,2,7275,Young High Spender,Upsell premium services
34,Male,Delhi,Motorola,Android,5.3,34.4,176.7,135,5.1,5017,5.4,4.6,625,Entertainment,2,5642,Young High Spender,Upsell premium services
35,Male,Bangalore,Oppo,iOS,10.1,10.0,248.8,136,3.6,7334,1.4,1.0,1638,Gaming,2,8972,Young High Spender,Upsell premium services
35,Male,Delhi,Motorola,Android,8.1,31.1,62.1,42,5.3,4995,5.3,0.3,221,Entertainment,2,5216,Young High Spender,Upsell premium services
17,Male,Bangalore,Google Pixel,Android,11.7,40.2,252.0,142,3.9,8459,6.5,2.1,417,Education,2,8876,Young High Spender,Upsell premium services
27,Male,Mumbai,Vivo,iOS,9.3,12.3,111.6,110,5.9,9661,5.3,1.5,1634,Work,2,11295,Young High Spender,Upsell premium services
44,Other,Chennai,Xiaomi,Android,4.0,46.0,233.3,28,5.3,7252,6.3,3.1,1371,Entertainment,2,8623,Young High Spender,Upsell premium services
38,Male,Bangalore,Samsung,iOS,4.2,33.6,15.6,193,4.3,7485,0.6,0.6,678,Social Media,2,8163,Young High Spender,Upsell premium services
35,Other,Kolkata,Nokia,Android,2.2,4.6,216.6,27,4.4,6755,4.6,4.7,1298,Education,2,8053,Young High Spender,Upsell premium services
36,Other,Chennai,Samsung,iOS,10.8,5.3,52.5,125,3.8,9878,6.6,4.1,1476,Social Media,2,11354,Young High Spender,Upsell premium services
38,Female,Jaipur,Realme,iOS,3.8,39.1,201.5,162,4.1,5268,1.0,1.7,1816,Social Media,2,7084,Young High Spender,Upsell premium services
39,Male,Pune,Google Pixel,iOS,4.3,31.7,145.2,101,3.3,9156,2.9,4.4,512,Gaming,2,9668,Young High Spender,Upsell premium services
35,Other,Kolkata,Vivo,Android,8.7,36.8,77.4,130,3.8,8845,3.5,2.0,1647,Entertainment,2,10492,Young High Spender,Upsell premium services
32,Female,Kolkata,Nokia,iOS,5.9,6.0,234.2,121,5.5,5403,0.8,2.1,631,Education,2,6034,Young High Spender,Upsell premium services
39,Female,Delhi,OnePlus,Android,11.4,17.4,29.6,66,5.1,9783,4.8,0.3,995,Entertainment,2,10778,Young High Spender,Upsell premium services
37,Female,Chennai,Google Pixel,iOS,7.8,13.2,190.0,31,5.1,7441,3.4,0.3,705,Entertainment,2,8146,Young High Spender,Upsell premium services
44,Other,Hyderabad,Nokia,Android,10.5,10.5,44.2,34,4.9,5127,3.0,4.9,1542,Education,2,6669,Young High Spender,Upsell premium services
52,Other,Hyderabad,OnePlus,iOS,5.3,18.9,179.1,83,4.0,9700,4.2,4.8,596,Social Media,2,10296,Young High Spender,Upsell premium services
59,Female,Mumbai,Realme,iOS,7.7,10.8,135.7,164,4.4,8654,1.3,1.3,1879,Education,2,10533,Young High Spender,Upsell premium services
15,Male,Delhi,Vivo,Android,7.9,14.9,286.8,133,5.7,6467,3.4,2.6,113,Education,2,6580,Young High Spender,Upsell premium services
24,Female,Bangalore,Nokia,iOS,10.7,33.8,249.8,194,4.8,7645,0.8,4.5,400,Gaming,2,8045,Young High Spender,Upsell premium services
18,Male,Ahmedabad,Vivo,iOS,11.4,7.2,206.2,134,4.4,9133,2.3,4.5,1304,Gaming,2,10437,Young High Spender,Upsell premium services
44,Male,Bangalore,Realme,Android,10.2,21.2,171.3,90,5.3,9922,1.6,0.9,1865,Social Media,2,11787,Young High Spender,Upsell premium services
25,Male,Chennai,Oppo,Android,2.2,45.7,102.4,93,3.7,8815,5.5,2.0,1228,Social Media,2,10043,Young High Spender,Upsell premium services
47,Other,Pune,Xiaomi,iOS,9.9,34.5,52.0,65,5.0,5601,2.9,2.9,219,Education,2,5820,Young High Spender,Upsell premium services
43,Other,Delhi,Vivo,Android,7.8,43.9,98.6,46,5.2,8911,1.4,1.3,206,Gaming,2,9117,Young High Spender,Upsell premium services
32,Female,Jaipur,Nokia,Android,8.6,39.2,228.2,37,3.4,6050,6.3,3.0,866,Entertainment,2,6916,Young High Spender,Upsell premium services
29,Female,Ahmedabad,Nokia,iOS,2.1,40.3,265.6,104,3.6,8464,3.1,2.5,1061,Entertainment,2,9525,Young High Spender,Upsell premium services
50,Male,Kolkata,Google Pixel,iOS,9.3,47.2,226.1,51,4.1,9106,5.3,0.3,385,Gaming,2,9491,Young High Spender,Upsell premium services
18,Female,Kolkata,Google Pixel,Android,3.2,41.1,64.8,154,4.0,5834,3.1,1.1,467,Social Media,2,6301,Young High Spender,Upsell premium services
60,Other,Chennai,Realme,iOS,10.2,17.6,237.1,136,4.6,9842,6.1,2.3,1358,Entertainment,2,11200,Young High Spender,Upsell premium services
20,Other,Delhi,Oppo,iOS,8.7,16.3,238.9,164,3.4,9468,8.0,1.2,776,Gaming,2,10244,Young High Spender,Upsell premium services
28,Female,Mumbai,Xiaomi,iOS,6.9,37.8,139.4,129,6.0,4585,6.9,5.0,1654,Entertainment,2,6239,Young High Spender,Upsell premium services
23,Male,Ahmedabad,OnePlus,Android,4.0,14.5,220.4,163,5.1,7160,3.6,4.4,406,Entertainment,2,7566,Young High Spender,Upsell premium services
45,Other,Kolkata,Motorola,Android,8.2,18.5,210.8,132,4.4,7666,5.0,4.6,465,Work,2,8131,Young High Spender,Upsell premium services
48,Male,Kolkata,Google Pixel,iOS,8.3,46.1,228.1,53,5.1,7165,6.7,1.3,440,Work,2,7605,Young High Spender,Upsell premium services
26,Other,Delhi,OnePlus,Android,3.6,7.6,189.7,33,4.9,9529,6.7,0.1,252,Work,2,9781,Young High Spender,Upsell premium services
21,Female,Kolkata,Samsung,iOS,11.3,37.4,150.9,20,4.1,8841,4.7,1.3,1715,Education,2,10556,Young High Spender,Upsell premium services
19,Other,Kolkata,Oppo,Android,2.9,17.1,222.0,145,5.3,5803,1.5,3.5,1377,Gaming,2,7180,Young High Spender,Upsell premium services
28,Other,Bangalore,Realme,Android,11.8,19.6,26.2,170,4.6,6522,6.7,4.4,1108,Education,2,7630,Young High Spender,Upsell premium services
33,Male,Delhi,Realme,iOS,9.3,14.3,228.8,157,3.7,7741,6.0,0.1,125,Education,2,7866,Young High Spender,Upsell premium services
42,Female,Delhi,Google Pixel,Android,4.8,24.1,285.2,101,5.2,6670,1.5,2.1,1495,Gaming,2,8165,Young High Spender,Upsell premium services
59,Male,Delhi,Motorola,iOS,11.6,41.0,278.4,103,5.2,7935,5.8,0.2,800,Entertainment,2,8735,Young High Spender,Upsell premium services
27,Other,Jaipur,Samsung,iOS,2.0,30.4,170.5,40,4.1,5721,0.9,4.7,1265,Gaming,2,6986,Young High Spender,Upsell premium services
56,Other,Mumbai,Xiaomi,Android,8.9,25.6,44.7,95,4.4,9059,3.9,2.3,1506,Work,2,10565,Young High Spender,Upsell premium services
56,Other,Mumbai,Xiaomi,Android,9.2,9.6,36.7,93,3.7,8156,4.8,2.0,1769,Social Media,2,9925,Young High Spender,Upsell premium services
32,Other,Delhi,Oppo,Android,1.2,32.2,258.3,167,3.7,9960,7.9,2.9,1811,Education,2,11771,Young High Spender,Upsell premium services
22,Female,Chennai,Vivo,Android,10.1,12.9,207.6,64,4.7,6478,2.8,1.3,168,Social Media,2,6646,Young High Spender,Upsell premium services
29,Female,Mumbai,Xiaomi,iOS,9.8,27.8,260.8,22,3.4,9228,5.7,0.8,780,Work,2,10008,Young High Spender,Upsell premium services
53,Male,Hyderabad,Nokia,Android,3.6,11.8,95.2,79,4.3,8643,4.5,1.1,300,Social Media,2,8943,Young High Spender,Upsell premium services
30,Female,Delhi,Motorola,Android,2.0,26.9,290.3,38,4.5,9675,5.8,4.7,1356,Entertainment,2,11031,Young High Spender,Upsell premium services
44,Other,Ahmedabad,Google Pixel,Android,3.5,12.0,109.8,29,4.1,6645,3.6,0.0,139,Work,2,6784,Young High Spender,Upsell premium services
39,Other,Hyderabad,Motorola,iOS,1.3,18.7,46.4,24,5.6,8067,5.7,4.7,1557,Gaming,2,9624,Young High Spender,Upsell premium services
25,Male,Kolkata,Apple,iOS,10.5,28.1,221.4,115,5.3,8160,4.6,4.0,716,Work,2,8876,Young High Spender,Upsell premium services
15,Other,Delhi,Oppo,Android,7.6,34.9,91.2,11,2.8,8061,6.6,3.5,156,Work,2,8217,Young High Spender,Upsell premium services
37,Other,Kolkata,Motorola,Android,5.8,14.0,140.9,91,6.0,9592,1.1,4.4,727,Education,2,10319,Young High Spender,Upsell premium services
39,Male,Jaipur,Vivo,Android,4.0,3.9,131.7,150,3.9,7356,3.9,4.5,1490,Education,2,8846,Young High Spender,Upsell premium services
37,Female,Mumbai,Oppo,iOS,8.0,17.1,33.4,166,5.7,3935,3.9,1.4,492,Work,2,4427,Young High Spender,Upsell premium services
31,Female,Jaipur,Oppo,Android,1.1,22.8,102.4,18,4.6,7450,6.8,1.9,1734,Gaming,2,9184,Young High Spender,Upsell premium services
37,Male,Ahmedabad,Vivo,iOS,3.3,40.2,107.0,64,4.2,5755,3.1,4.3,1231,Gaming,2,6986,Young High Spender,Upsell premium services
53,Female,Kolkata,Samsung,iOS,9.3,24.6,7.1,105,5.3,7792,7.0,3.6,204,Gaming,2,7996,Young High Spender,Upsell premium services
36,Male,Chennai,Xiaomi,iOS,7.7,16.0,79.7,38,4.0,8584,5.3,0.0,685,Work,2,9269,Young High Spender,Upsell premium services
46,Other,Lucknow,Realme,Android,9.2,30.3,67.2,100,5.9,8131,4.4,1.2,118,Gaming,2,8249,Young High Spender,Upsell premium services
22,Female,Bangalore,Xiaomi,Android,4.2,27.9,94.0,133,5.5,8690,7.7,3.8,1690,Education,2,10380,Young High Spender,Upsell premium services
24,Male,Kolkata,Xiaomi,iOS,12.0,48.8,55.5,183,3.0,6811,1.7,1.1,648,Entertainment,2,7459,Young High Spender,Upsell premium services
37,Male,Lucknow,Motorola,Android,8.5,34.8,244.4,56,4.6,7026,6.6,1.7,654,Social Media,2,7680,Young High Spender,Upsell premium services
37,Male,Hyderabad,Vivo,iOS,6.2,18.6,97.6,72,4.3,9819,1.8,4.4,1462,Work,2,11281,Young High Spender,Upsell premium services
48,Female,Ahmedabad,Motorola,Android,2.3,22.1,135.8,145,4.5,9126,3.5,0.0,677,Entertainment,2,9803,Young High Spender,Upsell premium services
22,Female,Pune,Samsung,Android,3.7,3.1,247.3,170,5.1,6774,2.5,0.2,473,Social Media,2,7247,Young High Spender,Upsell premium services
18,Other,Bangalore,Motorola,iOS,3.7,17.4,51.3,37,3.0,7110,5.7,3.1,905,Gaming,2,8015,Young High Spender,Upsell premium services
18,Female,Pune,Realme,iOS,11.2,49.4,89.9,46,4.8,6509,5.8,2.1,556,Social Media,2,7065,Young High Spender,Upsell premium services
20,Female,Bangalore,Nokia,Android,9.7,4.8,6.1,42,5.7,5831,6.3,1.9,1592,Education,2,7423,Young High Spender,Upsell premium services
16,Male,Hyderabad,Motorola,Android,10.4,16.0,190.3,11,3.2,9174,0.5,4.0,596,Entertainment,2,9770,Young High Spender,Upsell premium services
23,Other,Bangalore,Google Pixel,iOS,11.2,22.2,144.6,174,5.5,7485,5.7,0.3,680,Social Media,2,8165,Young High Spender,Upsell premium services
16,Other,Hyderabad,OnePlus,iOS,7.2,43.2,255.1,183,4.9,9627,5.5,2.6,139,Gaming,2,9766,Young High Spender,Upsell premium services
41,Female,Delhi,Nokia,Android,6.0,8.7,115.6,103,5.8,6298,2.3,4.5,1792,Social Media,2,8090,Young High Spender,Upsell premium services
18,Other,Lucknow,OnePlus,Android,8.8,13.1,113.9,53,5.4,4433,1.5,2.1,1786,Work,2,6219,Young High Spender,Upsell premium services
16,Male,Pune,Realme,iOS,2.3,27.1,240.0,147,6.0,8277,7.7,1.5,933,Social Media,2,9210,Young High Spender,Upsell premium services
43,Male,Chennai,Realme,iOS,10.1,14.3,31.6,119,5.8,7753,6.4,2.9,608,Education,2,8361,Young High Spender,Upsell premium services
22,Female,Bangalore,Motorola,iOS,6.5,45.1,173.9,32,4.6,6494,6.7,1.5,584,Work,2,7078,Young High Spender,Upsell premium services
35,Other,Kolkata,Motorola,Android,12.0,10.9,33.0,140,4.6,3785,3.6,1.6,1862,Gaming,2,5647,Young High Spender,Upsell premium services
46,Male,Lucknow,Google Pixel,iOS,7.3,45.4,211.0,169,4.6,7502,2.5,3.9,957,Social Media,2,8459,Young High Spender,Upsell premium services
30,Female,Lucknow,Samsung,iOS,5.1,44.4,232.4,108,4.4,6894,2.8,1.8,1409,Gaming,2,8303,Young High Spender,Upsell premium services
21,Female,Hyderabad,Nokia,Android,2.8,44.7,180.1,22,5.8,9957,4.7,0.1,1923,Work,2,11880,Young High Spender,Upsell premium services
21,Other,Pune,Google Pixel,Android,10.0,10.7,296.9,34,5.5,9470,1.5,1.4,368,Work,2,9838,Young High Spender,Upsell premium services
51,Other,Lucknow,Motorola,iOS,4.6,29.8,210.8,110,5.0,9046,1.2,0.4,264,Gaming,2,9310,Young High Spender,Upsell premium services
43,Other,Hyderabad,Realme,Android,1.9,38.2,242.3,53,5.7,8370,5.8,3.2,1174,Education,2,9544,Young High Spender,Upsell premium services
28,Other,Mumbai,Apple,iOS,6.6,35.6,138.9,72,5.8,5473,3.4,3.3,420,Education,2,5893,Young High Spender,Upsell premium services
38,Female,Bangalore,Oppo,iOS,4.5,15.7,82.1,90,4.9,6391,5.8,3.4,1503,Social Media,2,7894,Young High Spender,Upsell premium services
30,Female,Pune,Nokia,Android,9.3,38.8,49.7,171,5.7,5885,5.6,3.6,448,Work,2,6333,Young High Spender,Upsell premium services
30,Other,Jaipur,Realme,iOS,11.5,31.8,79.0,95,3.4,5524,5.0,2.5,1870,Gaming,2,7394,Young High Spender,Upsell premium services
53,Male,Chennai,Vivo,iOS,5.8,36.6,246.5,189,4.7,8596,5.7,0.3,545,Work,2,9141,Young High Spender,Upsell premium services
34,Other,Pune,Realme,Android,2.4,9.7,103.2,119,5.1,6591,2.7,1.8,1782,Work,2,8373,Young High Spender,Upsell premium services
19,Female,Kolkata,Nokia,iOS,4.0,11.1,11.1,50,5.1,9183,5.0,3.8,1306,Entertainment,2,10489,Young High Spender,Upsell premium services
32,Male,Bangalore,Xiaomi,iOS,5.6,7.2,176.8,62,5.1,5912,6.6,4.5,1307,Entertainment,2,7219,Young High Spender,Upsell premium services
31,Male,Chennai,OnePlus,Android,8.5,6.0,227.8,150,4.4,8243,5.4,1.2,709,Entertainment,2,8952,Young High Spender,Upsell premium services
19,Other,Jaipur,Nokia,Android,10.6,19.0,296.4,61,4.9,7981,3.7,3.9,1295,Social Media,2,9276,Young High Spender,Upsell premium services
22,Other,Chennai,Nokia,Android,1.1,26.5,146.3,183,3.5,7866,2.5,4.2,1656,Entertainment,2,9522,Young High Spender,Upsell premium services
47,Male,Kolkata,Xiaomi,Android,2.0,21.4,7.8,76,3.8,6246,5.6,3.0,1637,Education,2,7883,Young High Spender,Upsell premium services
22,Other,Delhi,Google Pixel,Android,2.0,35.6,69.6,39,3.6,9796,7.1,4.7,864,Gaming,2,10660,Young High Spender,Upsell premium services
54,Other,Hyderabad,Oppo,iOS,8.7,3.0,13.5,34,5.4,8115,3.0,4.0,1341,Social Media,2,9456,Young High Spender,Upsell premium services
