Age,Gender,Location,Phone Brand,OS,Screen Time (hrs/day),Data Usage (GB/month),Calls Duration (mins/day),Number of Apps Installed,Social Media Time (hrs/day),E-commerce Spend (INR/month),Streaming Time (hrs/day),Gaming Time (hrs/day),Monthly Recharge Cost (INR),Primary Use,Cluster,Total expenditure,Cluster Name,Actionable Insight
26,Other,Mumbai,Vivo,Android,4.3,22.4,82.4,18,5.8,2430,3.4,0.0,1075,Entertainment,3,3505,Young Low Spender,Retention / low spend segment
17,Other,Pune,Samsung,Android,3.4,47.4,76.0,24,1.6,4666,7.8,3.6,269,Gaming,3,4935,Young Low Spender,Retention / low spend segment
16,Male,Lucknow,Google Pixel,Android,10.5,11.1,264.7,13,5.8,3720,3.5,4.8,241,Work,3,3961,Young Low Spender,Retention / low spend segment
34,Other,Mumbai,Google Pixel,Android,5.9,21.8,167.3,16,2.5,1327,2.5,4.4,590,Work,3,1917,Young Low Spender,Retention / low spend segment
30,Female,Ahmedabad,Realme,Android,11.2,17.6,223.4,146,1.0,669,6.2,2.4,1823,Education,3,2492,Young Low Spender,Retention / low spend segment
32,Female,Jaipur,Apple,iOS,11.3,16.4,78.6,61,1.7,4370,1.3,4.9,939,Social Media,3,5309,Young Low Spender,Retention / low spend segment
30,Other,Pune,Vivo,iOS,11.7,34.4,9.5,115,3.3,892,5.9,4.2,1639,Education,3,2531,Young Low Spender,Retention / low spend segment
20,Female,Pune,Xiaomi,iOS,5.3,22.3,196.6,18,5.3,108,3.6,1.3,390,Entertainment,3,498,Young Low Spender,Retention / low spend segment
21,Female,Kolkata,Google Pixel,iOS,4.6,28.4,99.4,103,0.9,1233,4.6,1.1,1317,Gaming,3,2550,Young Low Spender,Retention / low spend segment
21,Other,Chennai,Google Pixel,Android,8.8,47.9,46.6,73,1.0,2018,4.8,2.4,119,Education,3,2137,Young Low Spender,Retention / low spend segment
17,Male,Pune,OnePlus,iOS,4.8,33.8,12.4,86,2.4,4220,4.2,1.2,1524,Social Media,3,5744,Young Low Spender,Retention / low spend segment
19,Other,Pune,Vivo,iOS,9.5,36.6,223.8,34,5.3,3685,2.0,0.1,1092,Social Media,3,4777,Young Low Spender,Retention / low spend segment
17,Male,Mumbai,Xiaomi,Android,6.5,33.8,214.7,40,1.7,2733,3.1,4.4,229,Social Media,3,2962,Young Low Spender,Retention / low spend segment
19,Other,Lucknow,Motorola,Android,9.6,40.5,5.7,13,5.3,1440,5.4,1.2,1808,Social Media,3,3248,Young Low Spender,Retention / low spend segment
22,Male,Bangalore,Realme,iOS,3.8,33.3,162.0,104,0.8,3717,1.2,2.5,258,Social Media,3,3975,Young Low Spender,Retention / low spend segment
17,Male,Kolkata,Oppo,Android,10.2,15.4,22.6,47,3.2,2373,4.4,2.9,1751,Gaming,3,4124,Young Low Spender,Retention / low spend segment
38,Male,Chennai,Motorola,Android,6.3,2.9,174.6,181,2.3,3065,5.8,2.5,187,Education,3,3252,Young Low Spender,Retention / low spend segment
17,Other,Mumbai,Motorola,iOS,2.7,33.6,82.2,33,1.2,4740,6.5,4.3,302,Entertainment,3,5042,Young Low Spender,Retention / low spend segment
22,Other,Bangalore,Vivo,Android,10.3,13.9,84.8,80,2.0,2648,1.8,2.2,108,Gaming,3,2756,Young Low Spender,Retention / low spend segment
33,Other,Bangalore,Motorola,Android,2.4,37.2,200.4,186,0.6,649,7.8,2.7,1255,Social Media,3,1904,Young Low Spender,Retention / low spend segment
27,Female,Hyderabad,OnePlus,iOS,10.1,34.7,257.3,17,4.8,2035,6.6,0.3,1064,Work,3,3099,Young Low Spender,Retention / low spend segment
29,Other,Ahmedabad,Apple,iOS,8.8,22.9,77.0,166,4.7,3383,6.4,4.7,1569,Gaming,3,4952,Young Low Spender,Retention / low spend segment
17,Female,Bangalore,OnePlus,iOS,3.8,2.4,296.7,87,5.7,543,5.1,1.7,842,Entertainment,3,1385,Young Low Spender,Retention / low spend segment
21,Female,Chennai,Oppo,iOS,11.0,28.7,223.3,151,4.7,2597,7.9,3.9,1318,Entertainment,3,3915,Young Low Spender,Retention / low spend segment
31,Male,Pune,Vivo,Android,1.2,12.0,297.8,107,3.1,3584,1.5,4.8,1722,Gaming,3,5306,Young Low Spender,Retention / low spend segment
28,Other,Bangalore,Google Pixel,iOS,6.5,7.3,38.4,49,4.0,1975,6.8,0.8,1617,Entertainment,3,3592,Young Low Spender,Retention / low spend segment
22,Other,Pune,Samsung,Android,11.8,42.9,284.4,165,0.8,2874,2.2,3.4,779,Work,3,3653,Young Low Spender,Retention / low spend segment
41,Other,Bangalore,Vivo,Android,5.8,37.5,220.3,154,0.7,1188,1.3,0.3,655,Gaming,3,1843,Young Low Spender,Retention / low spend segment
32,Male,Hyderabad,Oppo,iOS,8.7,46.0,196.7,144,3.6,2781,0.9,1.7,953,Gaming,3,3734,Young Low Spender,Retention / low spend segment
18,Male,Pune,Google Pixel,iOS,6.9,19.4,113.4,159,3.8,2399,4.9,2.2,912,Education,3,3311,Young Low Spender,Retention / low spend segment
17,Male,Pune,OnePlus,Android,1.2,36.5,235.3,19,4.3,157,3.5,2.4,466,Entertainment,3,623,Young Low Spender,Retention / low spend segment
17,Male,Jaipur,Samsung,Android,11.7,28.2,59.9,155,1.6,5046,7.3,1.5,634,Work,3,5680,Young Low Spender,Retention / low spend segment
36,Female,Pune,Nokia,iOS,5.0,45.0,242.9,136,1.0,1087,6.3,4.1,1721,Work,3,2808,Young Low Spender,Retention / low spend segment
23,Male,Bangalore,Vivo,Android,9.6,7.8,215.5,162,1.5,4889,5.5,2.4,1850,Work,3,6739,Young Low Spender,Retention / low spend segment
15,Other,Delhi,OnePlus,iOS,11.8,37.8,176.1,10,4.6,4886,4.5,4.0,1298,Social Media,3,6184,Young Low Spender,Retention / low spend segment
15,Female,Pune,Nokia,Android,11.6,30.5,82.4,38,0.7,2083,2.0,1.4,1969,Education,3,4052,Young Low Spender,Retention / low spend segment
18,Other,Jaipur,Apple,iOS,3.4,34.7,166.7,123,4.8,3933,3.1,3.2,292,Entertainment,3,4225,Young Low Spender,Retention / low spend segment
19,Female,Ahmedabad,Vivo,Android,2.6,11.2,231.9,121,3.1,2408,5.3,4.4,479,Work,3,2887,Young Low Spender,Retention / low spend segment
34,Male,Hyderabad,Xiaomi,iOS,4.3,36.0,67.8,37,3.7,830,7.2,0.5,277,Entertainment,3,1107,Young Low Spender,Retention / low spend segment
17,Female,Delhi,Apple,iOS,2.9,34.6,118.2,155,2.5,3928,7.3,1.0,788,Social Media,3,4716,Young Low Spender,Retention / low spend segment
16,Male,Bangalore,Xiaomi,iOS,8.9,9.4,84.0,161,2.9,1439,1.2,3.8,1348,Entertainment,3,2787,Young Low Spender,Retention / low spend segment
33,Female,Hyderabad,Oppo,iOS,6.5,2.0,164.2,125,3.9,4491,0.6,3.0,1524,Gaming,3,6015,Young Low Spender,Retention / low spend segment
32,Female,Lucknow,Apple,iOS,2.5,33.5,249.3,71,3.1,2776,6.9,1.1,254,Work,3,3030,Young Low Spender,Retention / low spend segment
30,Other,Delhi,Google Pixel,iOS,4.2,39.4,245.9,182,4.8,3158,3.7,3.9,337,Education,3,3495,Young Low Spender,Retention / low spend segment
24,Female,Chennai,Google Pixel,Android,2.2,4.7,142.2,55,2.0,749,2.2,3.0,1115,Entertainment,3,1864,Young Low Spender,Retention / low spend segment
19,Other,Kolkata,Oppo,iOS,7.8,23.6,175.8,184,2.5,7388,5.0,0.7,845,Education,3,8233,Young Low Spender,Retention / low spend segment
24,Other,Ahmedabad,Oppo,iOS,4.4,18.7,84.5,179,5.9,272,1.4,1.7,1207,Education,3,1479,Young Low Spender,Retention / low spend segment
33,Female,Bangalore,Nokia,Android,9.6,30.9,61.7,100,3.1,5328,7.6,1.4,385,Social Media,3,5713,Young Low Spender,Retention / low spend segment
19,Female,Chennai,Samsung,iOS,5.7,29.3,92.3,123,5.0,4371,7.5,0.9,799,Social Media,3,5170,Young Low Spender,Retention / low spend segment
31,Female,Bangalore,Xiaomi,iOS,2.3,11.3,213.4,38,6.0,1530,2.2,1.0,1122,Work,3,2652,Young Low Spender,Retention / low spend segment
15,Other,Hyderabad,Apple,iOS,10.8,16.6,108.3,136,5.1,745,4.0,4.4,1986,Work,3,2731,Young Low Spender,Retention / low spend segment
21,Male,Jaipur,Apple,iOS,7.5,9.8,137.4,36,2.2,2150,1.4,4.9,865,Social Media,3,3015,Young Low Spender,Retention / low spend segment
29,Other,Bangalore,Oppo,Android,9.0,40.9,285.9,128,5.2,2011,1.8,1.9,350,Work,3,2361,Young Low Spender,Retention / low spend segment
42,Male,Chennai,Samsung,iOS,3.1,33.3,246.1,73,1.0,1388,4.4,1.5,923,Social Media,3,2311,Young Low Spender,Retention / low spend segment
20,Male,Jaipur,Oppo,iOS,6.9,14.2,108.3,56,3.9,160,4.3,3.6,997,Work,3,1157,Young Low Spender,Retention / low spend segment
24,Female,Ahmedabad,Samsung,Android,9.4,22.0,103.5,120,5.0,1219,7.9,1.1,766,Education,3,1985,Young Low Spender,Retention / low spend segment
27,Male,Delhi,Realme,iOS,1.6,22.5,244.2,195,1.1,1987,7.7,0.7,387,Education,3,2374,Young Low Spender,Retention / low spend segment
24,Female,Jaipur,Apple,iOS,8.2,46.8,136.5,132,3.5,2106,4.3,3.4,700,Education,3,2806,Young Low Spender,Retention / low spend segment
15,Female,Bangalore,Oppo,iOS,1.3,31.2,75.4,198,3.0,4172,2.4,3.4,1780,Education,3,5952,Young Low Spender,Retention / low spend segment
20,Male,Ahmedabad,Xiaomi,Android,4.5,6.3,192.1,36,2.1,5180,3.1,3.7,240,Education,3,5420,Young Low Spender,Retention / low spend segment
29,Male,Hyderabad,Motorola,iOS,7.9,41.4,228.8,36,5.3,751,0.9,1.1,892,Work,3,1643,Young Low Spender,Retention / low spend segment
16,Male,Kolkata,Realme,iOS,6.2,23.1,267.9,86,2.5,8078,3.9,0.7,1535,Social Media,3,9613,Young Low Spender,Retention / low spend segment
31,Female,Hyderabad,Xiaomi,Android,1.9,30.1,137.3,191,4.5,1335,6.0,4.7,213,Social Media,3,1548,Young Low Spender,Retention / low spend segment
29,Female,Jaipur,Apple,iOS,11.6,8.5,295.4,118,0.7,3305,7.2,3.4,614,Gaming,3,3919,Young Low Spender,Retention / low spend segment
18,Other,Delhi,Nokia,iOS,5.0,32.0,201.5,27,4.5,697,4.7,2.6,1786,Gaming,3,2483,Young Low Spender,Retention / low spend segment
28,Male,Kolkata,Motorola,Android,8.9,13.2,252.6,170,3.5,5280,5.8,4.5,344,Work,3,5624,Young Low Spender,Retention / low spend segment
29,Other,Pune,Oppo,iOS,3.5,9.3,192.4,24,4.4,2955,2.1,0.7,143,Work,3,3098,Young Low Spender,Retention / low spend segment
29,Male,Ahmedabad,Nokia,Android,3.2,49.0,55.4,27,4.5,196,7.3,2.8,1125,Education,3,1321,Young Low Spender,Retention / low spend segment
30,Female,Pune,Realme,Android,4.9,20.6,250.5,38,2.9,1805,0.8,4.3,1870,Education,3,3675,Young Low Spender,Retention / low spend segment
30,Female,Chennai,Vivo,Android,4.4,13.4,137.2,85,5.5,3018,2.2,4.8,1628,Gaming,3,4646,Young Low Spender,Retention / low spend segment
23,Female,Chennai,Oppo,Android,6.0,6.6,275.8,96,5.4,2557,2.0,3.4,665,Education,3,3222,Young Low Spender,Retention / low spend segment
18,Other,Jaipur,Vivo,iOS,3.3,20.8,180.7,88,3.3,4480,7.3,3.2,1887,Entertainment,3,6367,Young Low Spender,Retention / low spend segment
