Age,Gender,Location,Phone Brand,OS,Screen Time (hrs/day),Data Usage (GB/month),Calls Duration (mins/day),Number of Apps Installed,Social Media Time (hrs/day),E-commerce Spend (INR/month),Streaming Time (hrs/day),Gaming Time (hrs/day),Monthly Recharge Cost (INR),Primary Use,Cluster,Total expenditure,Cluster Name,Actionable Insight
51,Male,Lucknow,OnePlus,iOS,5.4,15.8,115.7,115,3.2,2929,3.0,2.7,1772,Social Media,1,4701,Mature Low Spender,Target with social media ads
49,Male,Pune,Apple,Android,4.5,1.9,54.5,197,4.3,3575,6.7,0.0,679,Entertainment,1,4254,Mature Low Spender,Target with social media ads
43,Other,Kolkata,Realme,Android,6.9,3.0,74.6,117,3.1,1883,5.2,1.8,108,Gaming,1,1991,Mature Low Spender,Target with social media ads
56,Female,Delhi,Oppo,Android,6.1,20.7,23.2,117,1.6,3672,3.2,2.1,430,Gaming,1,4102,Mature Low Spender,Target with social media ads
51,Female,Ahmedabad,Samsung,iOS,9.2,45.9,294.0,129,3.7,5449,1.0,3.8,1222,Entertainment,1,6671,Mature Low Spender,Target with social media ads
42,Other,Lucknow,Google Pixel,Android,1.8,9.2,107.6,19,3.5,4648,3.7,0.6,1691,Education,1,6339,Mature Low Spender,Target with social media ads
46,Other,Pune,Realme,Android,10.0,30.8,105.6,179,3.9,3003,4.9,2.4,472,Entertainment,1,3475,Mature Low Spender,Target with social media ads
39,Female,Ahmedabad,Nokia,Android,2.4,14.6,9.5,84,1.6,1401,3.6,2.0,1081,Education,1,2482,Mature Low Spender,Target with social media ads
46,Other,Lucknow,Motorola,Android,6.7,15.8,120.9,187,1.2,2427,6.4,2.5,1186,Gaming,1,3613,Mature Low Spender,Target with social media ads
51,Other,Delhi,Nokia,Android,10.5,28.4,182.7,86,1.2,1305,7.1,1.7,1479,Gaming,1,2784,Mature Low Spender,Target with social media ads
57,Other,Pune,Nokia,iOS,10.8,39.2,28.6,126,4.0,526,4.7,1.2,1610,Entertainment,1,2136,Mature Low Spender,Target with social media ads
58,Female,Chennai,Xiaomi,Android,7.9,7.9,18.5,34,1.0,1875,3.5,0.4,1983,Social Media,1,3858,Mature Low Spender,Target with social media ads
57,Male,Jaipur,Nokia,Android,9.6,49.4,257.1,47,2.7,5899,6.0,2.5,414,Gaming,1,6313,Mature Low Spender,Target with social media ads
43,Female,Jaipur,Oppo,iOS,1.2,20.5,244.1,13,3.0,4570,5.3,3.2,206,Social Media,1,4776,Mature Low Spender,Target with social media ads
54,Other,Hyderabad,Google Pixel,Android,8.0,24.5,85.7,163,1.5,2640,3.8,1.1,1580,Social Media,1,4220,Mature Low Spender,Target with social media ads
53,Male,Hyderabad,Google Pixel,Android,1.4,28.9,265.2,179,3.9,1032,4.5,2.1,254,Entertainment,1,1286,Mature Low Spender,Target with social media ads
46,Other,Mumbai,Samsung,iOS,5.9,38.1,144.6,186,2.1,684,4.5,1.2,1562,Social Media,1,2246,Mature Low Spender,Target with social media ads
48,Male,Chennai,Apple,iOS,5.0,22.5,98.8,143,2.1,708,7.6,2.9,1389,Social Media,1,2097,Mature Low Spender,Target with social media ads
56,Male,Jaipur,Nokia,iOS,4.4,11.9,30.3,68,5.7,716,2.6,0.3,715,Entertainment,1,1431,Mature Low Spender,Target with social media ads
43,Other,Lucknow,Samsung,iOS,2.4,42.1,147.2,143,4.8,3847,5.6,4.4,1760,Work,1,5607,Mature Low Spender,Target with social media ads
59,Male,Ahmedabad,Xiaomi,Android,8.8,31.1,216.5,122,2.8,3840,4.1,3.4,267,Entertainment,1,4107,Mature Low Spender,Target with social media ads
59,Female,Kolkata,Xiaomi,Android,1.5,5.3,286.9,83,4.8,151,6.9,0.4,1849,Gaming,1,2000,Mature Low Spender,Target with social media ads
49,Male,Jaipur,Nokia,Android,1.8,14.2,176.7,138,3.4,4034,8.0,2.5,1130,Education,1,5164,Mature Low Spender,Target with social media ads
53,Female,Bangalore,Xiaomi,Android,8.1,22.6,228.5,48,2.8,1175,5.0,2.2,176,Gaming,1,1351,Mature Low Spender,Target with social media ads
57,Other,Chennai,Motorola,iOS,1.1,23.3,41.1,10,0.8,2170,4.1,2.6,1653,Social Media,1,3823,Mature Low Spender,Target with social media ads
60,Male,Pune,Samsung,Android,11.8,40.7,134.9,75,2.0,837,2.3,1.8,387,Education,1,1224,Mature Low Spender,Target with social media ads
50,Other,Ahmedabad,Nokia,iOS,5.4,15.1,40.6,130,5.6,3470,5.3,2.2,1047,Social Media,1,4517,Mature Low Spender,Target with social media ads
40,Other,Chennai,Vivo,iOS,9.9,14.7,128.0,121,3.6,3870,5.2,3.8,258,Social Media,1,4128,Mature Low Spender,Target with social media ads
47,Male,Mumbai,Nokia,iOS,8.7,25.7,196.5,14,5.3,2252,4.6,3.7,757,Education,1,3009,Mature Low Spender,Target with social media ads
39,Female,Chennai,Google Pixel,Android,12.0,32.2,35.9,16,4.1,1414,0.8,3.6,233,Entertainment,1,1647,Mature Low Spender,Target with social media ads
47,Male,Chennai,Samsung,Android,5.0,26.6,250.1,21,3.8,2485,7.6,0.6,1723,Social Media,1,4208,Mature Low Spender,Target with social media ads
54,Male,Hyderabad,Google Pixel,iOS,8.7,30.9,286.4,173,3.0,2456,6.8,2.3,1716,Social Media,1,4172,Mature Low Spender,Target with social media ads
44,Female,Ahmedabad,Nokia,Android,3.7,26.1,275.5,119,2.8,957,2.4,1.8,590,Work,1,1547,Mature Low Spender,Target with social media ads
52,Female,Lucknow,OnePlus,Android,2.2,18.7,121.5,132,1.1,1903,5.4,0.2,1804,Social Media,1,3707,Mature Low Spender,Target with social media ads
56,Male,Kolkata,OnePlus,iOS,10.4,47.4,168.2,127,1.8,126,5.3,1.3,319,Social Media,1,445,Mature Low Spender,Target with social media ads
58,Female,Pune,Oppo,Android,5.4,14.8,106.0,58,5.0,3633,1.7,4.6,703,Entertainment,1,4336,Mature Low Spender,Target with social media ads
52,Other,Hyderabad,Nokia,iOS,2.1,50.0,165.8,126,2.7,5500,6.4,3.9,739,Entertainment,1,6239,Mature Low Spender,Target with social media ads
53,Other,Mumbai,Google Pixel,Android,3.3,43.2,102.8,140,1.3,1248,3.5,0.0,846,Social Media,1,2094,Mature Low Spender,Target with social media ads
45,Other,Delhi,Apple,Android,6.4,15.3,38.5,96,5.7,3191,7.9,4.6,1082,Social Media,1,4273,Mature Low Spender,Target with social media ads
41,Other,Jaipur,OnePlus,iOS,6.6,44.6,56.3,28,2.6,4031,1.5,0.3,395,Education,1,4426,Mature Low Spender,Target with social media ads
45,Other,Hyderabad,OnePlus,Android,3.9,3.6,154.3,183,5.6,3338,7.6,4.9,929,Gaming,1,4267,Mature Low Spender,Target with social media ads
60,Other,Delhi,Xiaomi,Android,7.9,32.2,238.0,65,2.2,4387,7.3,4.1,171,Entertainment,1,4558,Mature Low Spender,Target with social media ads
59,Other,Lucknow,Oppo,Android,7.2,1.0,147.4,93,3.6,3533,3.2,3.5,541,Work,1,4074,Mature Low Spender,Target with social media ads
51,Other,Ahmedabad,Oppo,Android,5.4,49.1,106.7,126,1.3,187,5.2,0.7,1496,Entertainment,1,1683,Mature Low Spender,Target with social media ads
34,Female,Hyderabad,Vivo,iOS,8.2,43.2,30.6,14,5.1,1312,6.5,3.9,1861,Work,1,3173,Mature Low Spender,Target with social media ads
45,Male,Pune,Vivo,iOS,3.9,15.1,68.9,124,5.0,1599,4.5,1.7,1484,Gaming,1,3083,Mature Low Spender,Target with social media ads
41,Female,Lucknow,Apple,iOS,10.1,38.2,66.3,126,3.5,2472,3.7,4.4,1901,Education,1,4373,Mature Low Spender,Target with social media ads
43,Male,Ahmedabad,Xiaomi,iOS,3.8,25.4,66.9,80,2.4,824,3.4,1.0,1093,Education,1,1917,Mature Low Spender,Target with social media ads
42,Other,Mumbai,Xiaomi,Android,3.4,31.8,212.0,77,2.6,4230,7.4,1.7,1159,Social Media,1,5389,Mature Low Spender,Target with social media ads
59,Male,Delhi,Google Pixel,Android,10.2,32.6,192.0,175,3.6,6366,5.5,3.0,1744,Social Media,1,8110,Mature Low Spender,Target with social media ads
59,Other,Hyderabad,OnePlus,Android,9.9,31.3,236.6,52,4.7,5833,2.2,0.1,268,Education,1,6101,Mature Low Spender,Target with social media ads
59,Male,Kolkata,Oppo,Android,6.4,47.2,232.7,173,5.9,5604,6.5,3.2,1404,Education,1,7008,Mature Low Spender,Target with social media ads
54,Male,Kolkata,Realme,iOS,3.2,18.5,75.8,138,4.1,6117,0.9,3.1,796,Work,1,6913,Mature Low Spender,Target with social media ads
43,Female,Ahmedabad,Apple,iOS,10.1,18.9,52.2,32,3.0,1586,3.2,4.9,1716,Work,1,3302,Mature Low Spender,Target with social media ads
57,Male,Lucknow,Vivo,Android,1.6,18.7,220.0,77,4.4,1291,2.0,2.7,1280,Social Media,1,2571,Mature Low Spender,Target with social media ads
34,Other,Chennai,Oppo,iOS,8.7,28.5,108.0,39,5.3,2493,1.0,3.4,702,Work,1,3195,Mature Low Spender,Target with social media ads
45,Male,Lucknow,Apple,iOS,10.2,12.4,268.8,71,0.9,1432,4.2,4.6,268,Gaming,1,1700,Mature Low Spender,Target with social media ads
54,Other,Mumbai,Oppo,iOS,5.2,17.9,288.3,164,4.5,4274,5.8,0.9,999,Work,1,5273,Mature Low Spender,Target with social media ads
35,Male,Ahmedabad,OnePlus,Android,1.3,34.1,155.0,128,5.8,735,0.8,2.4,1683,Entertainment,1,2418,Mature Low Spender,Target with social media ads
38,Male,Delhi,Vivo,iOS,9.3,11.4,51.1,125,2.8,2430,0.9,4.5,637,Education,1,3067,Mature Low Spender,Target with social media ads
34,Male,Kolkata,Google Pixel,Android,3.7,11.1,122.3,99,5.8,1387,5.6,3.5,1431,Entertainment,1,2818,Mature Low Spender,Target with social media ads
41,Male,Ahmedabad,Apple,iOS,11.9,39.3,32.5,52,5.0,4009,7.0,1.8,1491,Education,1,5500,Mature Low Spender,Target with social media ads
39,Female,Jaipur,Vivo,Android,3.4,18.7,141.4,165,2.9,623,7.6,3.3,1426,Education,1,2049,Mature Low Spender,Target with social media ads
53,Male,Kolkata,Nokia,iOS,11.1,31.4,160.3,10,0.8,1086,6.7,2.2,1074,Education,1,2160,Mature Low Spender,Target with social media ads
50,Female,Delhi,Samsung,iOS,10.9,15.0,238.0,56,1.7,605,4.3,4.4,1051,Social Media,1,1656,Mature Low Spender,Target with social media ads
45,Male,Bangalore,OnePlus,iOS,10.6,27.0,236.0,44,1.9,3040,1.2,2.5,1564,Education,1,4604,Mature Low Spender,Target with social media ads
60,Male,Jaipur,Motorola,iOS,2.5,37.8,162.4,103,1.9,4389,5.5,2.2,1217,Work,1,5606,Mature Low Spender,Target with social media ads
50,Other,Hyderabad,Vivo,Android,6.6,44.5,288.4,126,4.1,1187,6.5,0.0,437,Gaming,1,1624,Mature Low Spender,Target with social media ads
49,Female,Bangalore,Motorola,iOS,9.2,7.3,167.0,175,1.3,3303,3.4,0.5,415,Work,1,3718,Mature Low Spender,Target with social media ads
59,Male,Ahmedabad,Google Pixel,Android,3.8,23.4,223.8,82,0.7,1029,2.5,4.9,1270,Work,1,2299,Mature Low Spender,Target with social media ads
47,Other,Pune,Apple,Android,2.2,37.2,98.8,86,4.3,1185,2.3,3.3,512,Entertainment,1,1697,Mature Low Spender,Target with social media ads
45,Female,Pune,Oppo,Android,1.6,24.8,74.7,138,3.3,2012,7.5,2.8,1546,Education,1,3558,Mature Low Spender,Target with social media ads
51,Male,Ahmedabad,Oppo,Android,4.0,29.4,27.7,150,3.1,3873,2.6,4.3,1966,Entertainment,1,5839,Mature Low Spender,Target with social media ads
58,Male,Hyderabad,Realme,Android,11.4,11.1,78.9,77,3.9,7072,4.7,0.8,797,Work,1,7869,Mature Low Spender,Target with social media ads
59,Other,Bangalore,Vivo,iOS,8.1,11.5,261.4,178,1.1,2371,8.0,0.4,769,Education,1,3140,Mature Low Spender,Target with social media ads
51,Female,Lucknow,Motorola,iOS,9.9,46.4,245.5,77,4.7,1239,2.3,2.5,1041,Work,1,2280,Mature Low Spender,Target with social media ads
38,Male,Pune,Vivo,Android,11.9,22.9,13.2,168,4.7,3302,5.9,2.3,113,Gaming,1,3415,Mature Low Spender,Target with social media ads
47,Male,Chennai,Realme,Android,4.3,27.9,34.3,92,2.8,3132,5.4,3.4,665,Work,1,3797,Mature Low Spender,Target with social media ads
54,Male,Pune,Apple,iOS,6.4,41.0,114.8,20,5.5,5010,3.7,1.1,653,Social Media,1,5663,Mature Low Spender,Target with social media ads
46,Other,Pune,Nokia,Android,11.5,33.3,53.7,179,5.2,3928,5.7,2.5,389,Entertainment,1,4317,Mature Low Spender,Target with social media ads
43,Female,Delhi,Apple,iOS,10.0,47.5,88.8,151,5.3,1875,1.8,3.8,181,Entertainment,1,2056,Mature Low Spender,Target with social media ads
49,Female,Bangalore,Xiaomi,iOS,5.5,15.1,285.1,116,3.2,3253,7.1,4.2,247,Social Media,1,3500,Mature Low Spender,Target with social media ads
59,Other,Jaipur,Nokia,iOS,5.3,7.0,292.6,121,4.6,3150,2.1,3.3,113,Social Media,1,3263,Mature Low Spender,Target with social media ads
59,Other,Bangalore,OnePlus,iOS,9.7,45.2,70.1,48,5.9,5121,6.7,2.5,681,Gaming,1,5802,Mature Low Spender,Target with social media ads
56,Male,Kolkata,Xiaomi,Android,4.1,29.5,59.4,95,6.0,4047,6.6,0.6,898,Social Media,1,4945,Mature Low Spender,Target with social media ads
49,Female,Hyderabad,OnePlus,Android,7.2,3.6,200.6,43,4.6,1912,3.8,0.3,1150,Social Media,1,3062,Mature Low Spender,Target with social media ads
50,Other,Mumbai,Nokia,iOS,5.7,8.3,28.0,11,2.3,2500,6.2,4.8,322,Entertainment,1,2822,Mature Low Spender,Target with social media ads
56,Female,Delhi,Motorola,iOS,1.2,1.9,27.8,103,2.1,889,3.9,0.4,1231,Work,1,2120,Mature Low Spender,Target with social media ads
50,Male,Jaipur,OnePlus,Android,10.3,3.4,231.7,80,2.7,1729,4.6,1.0,1280,Entertainment,1,3009,Mature Low Spender,Target with social media ads
42,Female,Kolkata,Realme,Android,3.1,30.0,212.0,68,5.3,3228,5.9,0.0,539,Social Media,1,3767,Mature Low Spender,Target with social media ads
57,Male,Ahmedabad,Nokia,Android,11.6,10.1,29.5,61,5.8,1623,6.1,1.6,1401,Entertainment,1,3024,Mature Low Spender,Target with social media ads
42,Male,Kolkata,Vivo,iOS,7.4,42.1,203.1,39,2.6,947,1.7,2.8,208,Entertainment,1,1155,Mature Low Spender,Target with social media ads
55,Male,Chennai,Nokia,iOS,1.7,46.6,14.2,77,4.4,5200,7.4,2.3,983,Work,1,6183,Mature Low Spender,Target with social media ads
48,Other,Delhi,Samsung,iOS,9.2,36.9,105.4,172,3.3,5567,6.4,1.5,887,Social Media,1,6454,Mature Low Spender,Target with social media ads
43,Male,Hyderabad,Google Pixel,Android,2.8,20.7,54.1,22,2.5,577,5.3,3.7,1416,Social Media,1,1993,Mature Low Spender,Target with social media ads
56,Other,Lucknow,Samsung,iOS,8.2,24.9,73.5,97,1.5,2913,7.7,0.9,249,Education,1,3162,Mature Low Spender,Target with social media ads
50,Male,Bangalore,OnePlus,iOS,10.6,47.5,36.5,139,3.4,6123,2.4,4.1,236,Social Media,1,6359,Mature Low Spender,Target with social media ads
46,Other,Bangalore,Oppo,iOS,4.0,20.6,79.6,109,5.0,2540,1.1,0.7,361,Social Media,1,2901,Mature Low Spender,Target with social media ads
56,Female,Hyderabad,Nokia,Android,4.5,1.9,149.0,25,2.7,4827,1.1,0.8,362,Gaming,1,5189,Mature Low Spender,Target with social media ads
54,Female,Lucknow,Apple,iOS,11.7,21.6,143.2,55,3.4,4023,6.3,1.3,1656,Gaming,1,5679,Mature Low Spender,Target with social media ads
55,Female,Ahmedabad,OnePlus,iOS,10.8,46.0,20.8,37,4.0,2232,1.0,2.0,191,Entertainment,1,2423,Mature Low Spender,Target with social media ads
53,Male,Hyderabad,Vivo,Android,11.4,3.6,196.3,11,5.4,346,2.6,0.3,1078,Social Media,1,1424,Mature Low Spender,Target with social media ads
54,Female,Kolkata,Google Pixel,iOS,7.2,23.3,128.5,24,4.9,4910,2.6,2.1,1880,Gaming,1,6790,Mature Low Spender,Target with social media ads
49,Female,Delhi,Samsung,Android,6.6,23.5,203.0,199,4.4,4380,2.2,4.8,1866,Gaming,1,6246,Mature Low Spender,Target with social media ads
58,Male,Chennai,OnePlus,Android,3.8,28.0,190.5,99,3.9,1943,7.4,0.9,524,Work,1,2467,Mature Low Spender,Target with social media ads
56,Female,Bangalore,Nokia,Android,2.5,6.0,173.2,42,5.6,5271,6.8,2.9,829,Entertainment,1,6100,Mature Low Spender,Target with social media ads
49,Other,Bangalore,OnePlus,iOS,7.5,46.3,107.6,154,3.3,2252,5.9,3.7,331,Education,1,2583,Mature Low Spender,Target with social media ads
58,Other,Hyderabad,Samsung,iOS,5.7,10.2,265.4,125,3.9,4095,7.8,4.0,1418,Entertainment,1,5513,Mature Low Spender,Target with social media ads
58,Male,Lucknow,Xiaomi,iOS,2.5,26.2,119.4,138,1.6,2361,3.4,2.0,572,Education,1,2933,Mature Low Spender,Target with social media ads
51,Other,Bangalore,Samsung,Android,3.0,13.2,141.3,130,2.9,2055,3.2,4.8,781,Education,1,2836,Mature Low Spender,Target with social media ads
50,Female,Bangalore,Nokia,iOS,5.2,38.2,180.7,95,2.2,2231,2.7,1.8,1691,Social Media,1,3922,Mature Low Spender,Target with social media ads
52,Male,Bangalore,Xiaomi,Android,11.3,34.8,63.6,52,2.3,270,4.8,3.7,1891,Gaming,1,2161,Mature Low Spender,Target with social media ads
48,Other,Bangalore,Xiaomi,Android,11.1,25.3,11.1,123,2.9,3183,6.8,2.7,222,Gaming,1,3405,Mature Low Spender,Target with social media ads
60,Female,Bangalore,OnePlus,iOS,7.4,43.3,44.4,121,1.9,2644,2.6,4.5,941,Social Media,1,3585,Mature Low Spender,Target with social media ads
60,Other,Bangalore,OnePlus,iOS,6.3,12.5,277.4,82,5.3,4728,4.5,2.6,1237,Work,1,5965,Mature Low Spender,Target with social media ads
60,Other,Ahmedabad,Google Pixel,iOS,2.2,2.7,289.4,152,1.3,1658,7.2,2.4,310,Entertainment,1,1968,Mature Low Spender,Target with social media ads
48,Female,Pune,OnePlus,Android,9.5,46.0,182.2,43,4.3,4360,3.0,0.3,1106,Entertainment,1,5466,Mature Low Spender,Target with social media ads
48,Other,Lucknow,OnePlus,iOS,6.7,47.5,257.2,66,3.5,4684,1.9,4.3,276,Social Media,1,4960,Mature Low Spender,Target with social media ads
41,Male,Chennai,Vivo,Android,5.4,13.2,193.3,86,5.2,1532,2.2,2.2,747,Entertainment,1,2279,Mature Low Spender,Target with social media ads
44,Male,Bangalore,Apple,iOS,6.2,19.8,43.8,159,2.7,3657,2.7,2.7,623,Work,1,4280,Mature Low Spender,Target with social media ads
54,Male,Chennai,Vivo,iOS,7.9,39.3,246.7,76,2.9,5627,5.0,1.8,1051,Gaming,1,6678,Mature Low Spender,Target with social media ads
42,Female,Jaipur,Samsung,Android,9.5,25.0,121.5,152,1.3,420,6.8,2.1,124,Work,1,544,Mature Low Spender,Target with social media ads
47,Male,Pune,Google Pixel,iOS,4.1,31.2,46.0,190,2.1,652,1.5,1.1,1365,Social Media,1,2017,Mature Low Spender,Target with social media ads
42,Male,Kolkata,OnePlus,iOS,1.9,48.7,76.7,20,4.9,2960,7.4,0.9,626,Work,1,3586,Mature Low Spender,Target with social media ads
45,Female,Delhi,Motorola,iOS,8.4,10.3,296.4,120,1.2,2042,2.6,1.1,1796,Education,1,3838,Mature Low Spender,Target with social media ads
48,Other,Pune,Google Pixel,iOS,5.9,45.3,13.9,21,4.6,3650,6.7,4.3,623,Work,1,4273,Mature Low Spender,Target with social media ads
53,Other,Delhi,Realme,Android,9.3,3.0,246.7,23,3.7,6511,1.8,0.7,751,Entertainment,1,7262,Mature Low Spender,Target with social media ads
48,Female,Hyderabad,Vivo,Android,4.5,49.6,280.6,143,3.5,5536,2.3,1.9,126,Social Media,1,5662,Mature Low Spender,Target with social media ads
60,Other,Kolkata,Xiaomi,Android,5.9,34.7,280.4,165,3.1,1431,3.8,1.6,1500,Gaming,1,2931,Mature Low Spender,Target with social media ads
55,Female,Mumbai,Xiaomi,iOS,1.7,29.2,286.8,199,4.8,1413,4.9,1.9,620,Social Media,1,2033,Mature Low Spender,Target with social media ads
57,Other,Pune,Realme,iOS,5.0,22.6,123.6,14,5.7,3600,7.1,1.3,1747,Entertainment,1,5347,Mature Low Spender,Target with social media ads
52,Male,Kolkata,Vivo,iOS,7.5,2.5,297.4,47,1.7,3932,1.9,0.7,108,Work,1,4040,Mature Low Spender,Target with social media ads
50,Male,Hyderabad,Oppo,iOS,7.1,26.6,114.7,84,5.8,2330,2.9,3.3,1476,Education,1,3806,Mature Low Spender,Target with social media ads
58,Other,Hyderabad,OnePlus,Android,11.3,43.6,217.3,191,5.5,916,5.6,2.3,1066,Education,1,1982,Mature Low Spender,Target with social media ads
53,Male,Delhi,Oppo,Android,10.9,22.7,30.8,196,2.1,223,5.1,1.9,994,Social Media,1,1217,Mature Low Spender,Target with social media ads
41,Male,Ahmedabad,Motorola,iOS,9.7,14.0,166.7,173,5.5,1204,4.9,3.0,1268,Gaming,1,2472,Mature Low Spender,Target with social media ads
43,Other,Chennai,Motorola,Android,10.6,6.6,286.4,13,3.5,3291,3.4,3.2,1030,Work,1,4321,Mature Low Spender,Target with social media ads
57,Female,Hyderabad,Apple,Android,7.4,6.1,121.0,198,4.6,2980,6.4,1.1,796,Work,1,3776,Mature Low Spender,Target with social media ads
37,Other,Mumbai,Xiaomi,Android,1.9,34.6,105.6,100,4.1,3822,4.9,0.7,601,Entertainment,1,4423,Mature Low Spender,Target with social media ads
41,Female,Chennai,OnePlus,Android,2.0,14.2,283.3,132,5.8,2168,5.5,5.0,1735,Entertainment,1,3903,Mature Low Spender,Target with social media ads
54,Female,Bangalore,Oppo,Android,7.1,11.4,16.9,198,5.5,2112,4.0,0.9,1047,Education,1,3159,Mature Low Spender,Target with social media ads
40,Male,Mumbai,Apple,Android,10.1,17.6,32.7,188,4.1,1672,3.9,4.7,988,Education,1,2660,Mature Low Spender,Target with social media ads
44,Other,Pune,Motorola,iOS,1.0,15.6,184.6,142,1.7,2004,7.2,1.4,770,Social Media,1,2774,Mature Low Spender,Target with social media ads
44,Male,Ahmedabad,Xiaomi,iOS,3.9,50.0,59.9,16,2.4,2919,3.2,1.4,1465,Entertainment,1,4384,Mature Low Spender,Target with social media ads
44,Male,Lucknow,OnePlus,Android,7.8,2.6,219.3,159,1.7,1356,1.1,3.4,1265,Education,1,2621,Mature Low Spender,Target with social media ads
54,Male,Jaipur,Motorola,Android,10.6,7.8,235.8,43,3.0,4052,5.2,4.6,1026,Work,1,5078,Mature Low Spender,Target with social media ads
49,Male,Chennai,Motorola,iOS,9.8,13.4,279.0,41,1.0,779,6.4,3.2,1578,Entertainment,1,2357,Mature Low Spender,Target with social media ads
42,Other,Pune,Realme,Android,5.7,36.2,157.7,67,2.6,1587,4.2,5.0,451,Education,1,2038,Mature Low Spender,Target with social media ads
55,Other,Ahmedabad,Realme,Android,7.1,7.9,289.8,21,2.9,1557,3.2,2.9,1804,Work,1,3361,Mature Low Spender,Target with social media ads
57,Male,Pune,Motorola,Android,9.1,48.7,154.1,111,4.2,5269,5.3,4.0,1551,Gaming,1,6820,Mature Low Spender,Target with social media ads
52,Male,Jaipur,Vivo,Android,7.1,37.5,164.6,135,3.7,6164,7.1,1.2,326,Work,1,6490,Mature Low Spender,Target with social media ads
58,Female,Hyderabad,Vivo,Android,2.1,8.5,98.6,65,6.0,1196,1.6,4.9,124,Gaming,1,1320,Mature Low Spender,Target with social media ads
35,Other,Bangalore,Google Pixel,Android,10.2,11.0,119.5,131,6.0,892,3.7,3.8,506,Gaming,1,1398,Mature Low Spender,Target with social media ads
52,Female,Ahmedabad,Vivo,iOS,1.6,28.0,129.6,42,4.0,5217,5.8,2.9,1542,Education,1,6759,Mature Low Spender,Target with social media ads
56,Other,Lucknow,Realme,Android,10.6,6.0,57.2,117,3.5,3041,7.0,3.8,1257,Gaming,1,4298,Mature Low Spender,Target with social media ads
53,Female,Bangalore,Xiaomi,Android,3.5,42.7,29.3,64,3.7,868,6.4,3.3,1241,Social Media,1,2109,Mature Low Spender,Target with social media ads
